stdno,schoolyear,term,course,section,units,grade,courserank,contrib
2010-34533,2015,FIRST,CRPT 1,T-1L,3,,7,1.0000,
2011-39743,2015,FIRST,CHEM 160,B,3,,1,1.0000,
2011-39743,2015,FIRST,EE 1,GH-3L,3,,2,1.0000,
2011-39743,2015,FIRST,PI 10(SSP),U-4R,3,,3,1.0000,
2011-39743,2015,FIRST,ENG 2(AH),Y-2R,3,,4,1.0000,
2011-39743,2015,FIRST,MCB 1,S-4L,3,,5,1.0000,
2011-59046,2015,FIRST,CMSC 137,CD-2L,3,,1,1.0000,
2011-59046,2015,FIRST,CMSC 150,EF-2L,3,,2,1.0000,
2011-59046,2015,FIRST,PSY 1(SSP),X1-2R,3,,3,1.0000,
2011-59046,2015,FIRST,ENG 2(AH),Y-6R,3,,4,1.0000,
2011-59046,2015,FIRST,HUM 1(AH),X,3,,5,1.0000,
2013-30104,2015,FIRST,NSTP 1,EM2,0,,1,1.0000,
2013-30104,2015,FIRST,PHYS 82,DV-6L,5,,3,1.0000,
2013-30104,2015,FIRST,MATH 38,T-4R,3,,4,1.0000,
2013-30104,2015,FIRST,ENSC 11,W,3,,5,1.0000,
2013-30104,2015,FIRST,PI 10(SSP),B-1R,3,,6,1.0000,
2012-56500,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2012-56500,2015,FIRST,CHEM 32.0,T,3,,2,1.0000,
2012-56500,2015,FIRST,PHYS 13,U-2L,3,,3,1.0000,
2012-56500,2015,FIRST,CHEM 40.1,18L,1,,4,1.0000,
2012-56500,2015,FIRST,CHEM 40.0,C,3,,5,1.0000,
2012-56500,2015,FIRST,ENG 2(AH),F-5R,3,,6,1.0000,
2011-43612,2015,FIRST,AGRI 195,CD-5L,3,,1,1.0000,
2011-43612,2015,FIRST,HUM 2(AH),V-3R,3,,3,1.0000,
2011-43612,2015,FIRST,AGRI 111,B-4L,3,,4,1.0000,
2011-43612,2015,FIRST,HUM 1(AH),Z,3,,5,1.0000,
2011-43612,2015,FIRST,PSY 1(SSP),E-5R,3,,6,1.0000,
2013-17853,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2013-17853,2015,FIRST,ENSC 11,Y,3,,3,1.0000,
2013-17853,2015,FIRST,STAT 1,AB-10L,3,,4,1.0000,
2013-17853,2015,FIRST,IE 31,D,3,,5,1.0000,
2013-17853,2015,FIRST,SPCM 1(AH),G-6R,3,,6,1.0000,
2014-98866,2015,FIRST,NSTP 1,EM1,0,,1,1.0000,
2014-98866,2015,FIRST,PE 1,AB1,0,,2,1.0000,
2014-98866,2015,FIRST,FRM 62,G-1L,4,,3,1.0000,
2014-98866,2015,FIRST,FBS 9,Y-1L,3,,4,1.0000,
2014-98866,2015,FIRST,FBS 21,A-5L,4,,5,1.0000,
2014-98866,2015,FIRST,SFI 10,B-2L,3,,7,1.0000,
2014-40703,2015,FIRST,NSTP 1,VM,0,,1,1.0000,
2014-40703,2015,FIRST,ENTR 1(SSP),B-2R,3,,2,1.0000,
2014-40703,2015,FIRST,MATH 14,S-3R,3,,3,1.0000,
2014-40703,2015,FIRST,ECON 11,U-6R,3,,4,1.0000,
2014-40703,2015,FIRST,SPCM 1(AH),G-2R,3,,5,1.0000,
2014-40703,2015,FIRST,CHEM 15.0,H,3,,6,1.0000,
2012-97925,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2012-97925,2015,FIRST,STAT 1,AB-5L,3,,3,1.0000,
2012-97925,2015,FIRST,HIST 1(SSP),V1-6R,3,,4,1.0000,
2012-97925,2015,FIRST,MATH 14,B-5R,3,,5,1.0000,
2012-97925,2015,FIRST,MCB 1,S-1L,3,,6,1.0000,
2012-97925,2015,FIRST,HNF 123,A-2L,3,,7,1.0000,
2011-48664,2015,FIRST,CMSC 131,C-3L,3,,1,1.0000,
2011-48664,2015,FIRST,STAT 1,ST-6L,3,,2,1.0000,
2011-48664,2015,FIRST,NASC 3(MST),EF-3R,3,,3,1.0000,
2011-48664,2015,FIRST,CMSC 22,WX-3L,3,,4,1.0000,
2011-48664,2015,FIRST,MATH 28,T-4R,3,,5,1.0000,
2012-51167,2015,FIRST,BIO 3,E-2L,5,,1,1.0000,
2012-51167,2015,FIRST,NASC 1(MST),D-3R,3,,2,1.0000,
2012-51167,2015,FIRST,HIST 1(SSP),V2-5R,3,,3,1.0000,
2012-51167,2015,FIRST,IT 1(MST),G-2L,3,,4,1.0000,
2010-23357,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2010-23357,2015,FIRST,ENSC 10b,8L,2,,2,1.0000,
2010-23357,2015,FIRST,CHEM 15.0,G,3,,3,1.0000,
2010-23357,2015,FIRST,ENG 2(AH),Y-5R,3,,4,1.0000,
2010-23357,2015,FIRST,ENSC 11,V,3,,5,1.0000,
2010-23357,2015,FIRST,SPCM 1(AH),U1-2R,3,,6,1.0000,
2010-43530,2015,FIRST,ENG 10,B-3R,3,,2,1.0000,
2010-43530,2015,FIRST,STAT 165,WX-3L,3,,3,1.0000,
2010-43530,2015,FIRST,HIST 1(SSP),V1-5R,3,,4,1.0000,
2010-43530,2015,FIRST,ECON 11,U-1R,3,,5,1.0000,
2010-43530,2015,FIRST,BIO 30,S-4L,3,,6,1.0000,
2009-24874,2015,FIRST,EE 41,U-2L,4,,2,1.0000,
2009-24874,2015,FIRST,EE 170,D,3,,3,1.0000,
2009-24874,2015,FIRST,EE 120,A-2L,4,,5,1.0000,
2011-28901,2015,FIRST,ENSC 12,V,3,,2,1.0000,
2011-28901,2015,FIRST,ENSC 13,X,3,,3,1.0000,
2011-28901,2015,FIRST,IE 150,U,3,,5,1.0000,
2011-28901,2015,FIRST,ENG 10,C-3R,3,,6,1.0000,
2012-17693,2015,FIRST,HUM 1(AH),E,3,,1,1.0000,
2012-17693,2015,FIRST,DEVC 101,Z,3,,2,1.0000,
2012-17693,2015,FIRST,DEVC 144,ST-3L,3,,3,1.0000,
2012-17693,2015,FIRST,DEVC 153,Y,3,,4,1.0000,
2012-17693,2015,FIRST,ECON 11,E-7R,3,,5,1.0000,
2012-07023,2015,FIRST,ENSC 11,W,3,,1,1.0000,
2012-07023,2015,FIRST,ENSC 14a,ZH,5,,2,1.0000,
2012-07023,2015,FIRST,ENSC 26,C-2L,3,,3,1.0000,
2012-07023,2015,FIRST,IE 150,U,3,,4,1.0000,
2011-48829,2015,FIRST,ENSC 12,C,3,,1,1.0000,
2011-48829,2015,FIRST,ENSC 14a,YG,5,,2,1.0000,
2011-48829,2015,FIRST,IE 143,E,3,,4,1.0000,
2011-48829,2015,FIRST,ENSC 26,Z-1L,3,,5,1.0000,
2008-49226,2015,FIRST,EE 141,V-1L,3,,1,1.0000,
2012-65338,2015,FIRST,PE 1,YZ2,0,,1,1.0000,
2012-65338,2015,FIRST,STAT 162,G-1L,3,,2,1.0000,
2012-65338,2015,FIRST,HUM 3(AH),F,3,,3,1.0000,
2012-65338,2015,FIRST,SOSC 3(SSP),D-5R,3,,4,1.0000,
2012-65338,2015,FIRST,HIST 1(SSP),V1-6R,3,,5,1.0000,
2012-65338,2015,FIRST,CHEM 160,V,3,,6,1.0000,
2011-63008,2015,FIRST,ECON 199a,Y2a,1,,1,1.0000,
2011-63008,2015,FIRST,ECON 130,E,3,,3,1.0000,
2010-29040,2015,FIRST,CMSC 150,EF-2L,3,,2,1.0000,
2010-29040,2015,FIRST,STAT 1,S-8L,3,,3,1.0000,
2010-29040,2015,FIRST,MATH 28,T-3R,3,,4,1.0000,
2010-29040,2015,FIRST,HUM 3(AH),W,3,,5,1.0000,
2010-29040,2015,FIRST,PHLO 1(SSP),W1-1R,3,,6,1.0000,
2009-61334,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2009-61334,2015,FIRST,CHEM 40.0,X,3,,3,1.0000,
2009-61334,2015,FIRST,ECON 10(SSP),T,3,,4,1.0000,
2009-61334,2015,FIRST,ENSC 11,W,3,,5,1.0000,
2009-61334,2015,FIRST,ENSC 10a,5L,2,,6,1.0000,
2009-61334,2015,FIRST,PSY 1(SSP),B-3R,3,,7,1.0000,
2010-28990,2015,FIRST,CMSC 131,C-3L,3,,1,1.0000,
2010-28990,2015,FIRST,CMSC 124,B-2L,3,,2,1.0000,
2010-28990,2015,FIRST,CMSC 150,EF-2L,3,,3,1.0000,
2010-28990,2015,FIRST,MATH 27,W-2R,3,,4,1.0000,
2010-28990,2015,FIRST,SOSC 3(SSP),F-2R,3,,5,1.0000,
2012-29192,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2012-29192,2015,FIRST,CMSC 131,C-3L,3,,2,1.0000,
2012-29192,2015,FIRST,CMSC 127,ST-4L,3,,3,1.0000,
2012-29192,2015,FIRST,CMSC 124,B-3L,3,,4,1.0000,
2012-29192,2015,FIRST,SPCM 1(AH),U1-5R,3,,5,1.0000,
2012-29192,2015,FIRST,ENG 2(AH),G-4R,3,,6,1.0000,
2014-71206,2015,FIRST,PE 1,EF1,0,,1,1.0000,
2014-71206,2015,FIRST,NSTP 1,FR-BD,0,,2,1.0000,
2014-71206,2015,FIRST,MATH 17,A-1R,5,,3,1.0000,
2014-71206,2015,FIRST,ENG 1(AH),T-5R,3,,4,1.0000,
2014-71206,2015,FIRST,MATH 2(MST),H,3,,5,1.0000,
2014-71206,2015,FIRST,HUME 10(SSP),G-2R,3,,6,1.0000,
2011-48694,2015,FIRST,ENSC 21,C,3,,2,1.0000,
2011-48694,2015,FIRST,PHYS 82,DV-4L,5,,3,1.0000,
2011-48694,2015,FIRST,ENSC 11,Y,3,,4,1.0000,
2011-48694,2015,FIRST,PI 10(SSP),B-2R,3,,5,1.0000,
2013-60673,2015,FIRST,NSTP 1,FR-BD,0,,1,1.0000,
2013-60673,2015,FIRST,ENG 1(AH),X1-6R,3,,3,1.0000,
2013-60673,2015,FIRST,BIO 30,A-6L,3,,4,1.0000,
2013-60673,2015,FIRST,PSY 1(SSP),C-5R,3,,5,1.0000,
2013-60673,2015,FIRST,BIO 150,W-3L,3,,6,1.0000,
2013-60673,2015,FIRST,ZOO 3,ST-3L,3,,7,1.0000,
2011-22842,2015,FIRST,NSTP 1,EN2,0,,1,1.0000,
2011-22842,2015,FIRST,STAT 1,V-7L,3,,2,1.0000,
2011-22842,2015,FIRST,ECON 101,T-5R,3,,3,1.0000,
2011-22842,2015,FIRST,CHEM 15.1,28L,2,,4,1.0000,
2011-22842,2015,FIRST,CHEM 15.0,H,3,,5,1.0000,
2011-22842,2015,FIRST,MATH 14,S-2R,3,,6,1.0000,
2014-98870,2015,FIRST,NSTP 1,AS1,0,,1,1.0000,
2014-98870,2015,FIRST,SFI 10,T-1L,3,,2,1.0000,
2014-98870,2015,FIRST,SFI 31,G-2L,4,,3,1.0000,
2014-98870,2015,FIRST,FPPS 11,ST1-2L,3,,4,1.0000,
2014-98870,2015,FIRST,FBS 9,Y-3L,3,,5,1.0000,
2012-05045,2015,FIRST,ENSC 14a,ZH-1C,5,,1,1.0000,
2012-05045,2015,FIRST,EE 12,V-1L,4,,2,1.0000,
2012-05045,2015,FIRST,EE 18,Y,3,,3,1.0000,
2012-05045,2015,FIRST,ENSC 26,C-4L,3,,4,1.0000,
2009-14523,2015,FIRST,AECO 111,U-2L,3,,2,1.0000,
2009-14523,2015,FIRST,ANSC 2,B-8L,3,,3,1.0000,
2009-14523,2015,FIRST,SOIL 1,C-2L,3,,4,1.0000,
2009-14523,2015,FIRST,BIO 30,S-3L,3,,5,1.0000,
2009-14523,2015,FIRST,CRPT 2,G-6L,3,,6,1.0000,
2012-67188,2015,FIRST,PE 1,ST2,0,,1,1.0000,
2012-67188,2015,FIRST,NSTP 1,HE-EF2,0,,2,1.0000,
2012-67188,2015,FIRST,SOSC 3(SSP),V-5R,3,,3,1.0000,
2012-67188,2015,FIRST,CHEM 15.0,X,3,,4,1.0000,
2012-67188,2015,FIRST,CHEM 15.1,24L,2,,5,1.0000,
2012-67188,2015,FIRST,MATH 14,S-3R,3,,6,1.0000,
2012-67188,2015,FIRST,CRSC 1,Y-3L,3,,7,1.0000,
2013-34276,2015,FIRST,NSTP 1,AS1,0,,2,1.0000,
2013-34276,2015,FIRST,ECON 11,U-2R,3,,3,1.0000,
2013-34276,2015,FIRST,SOSC 3(SSP),F-2R,3,,4,1.0000,
2013-34276,2015,FIRST,CHEM 15.0,T,3,,5,1.0000,
2013-34276,2015,FIRST,MATH 14,S-1R,3,,6,1.0000,
2009-07378,2015,FIRST,EE 126,E-2L,3,,1,1.0000,
2009-07378,2015,FIRST,EE 171,C,3,,2,1.0000,
2009-07378,2015,FIRST,EE 141,V-1L,3,,4,1.0000,
2010-97084,2015,FIRST,NSTP 1,DC-GH,0,,1,1.0000,
2010-97084,2015,FIRST,ENG 2(AH),G-5R,3,,2,1.0000,
2010-97084,2015,FIRST,SPCM 1(AH),B-5R,3,,3,1.0000,
2010-97084,2015,FIRST,IT 1(MST),V-1L,3,,4,1.0000,
2013-06254,2015,FIRST,NSTP 1,EM2,0,,1,1.0000,
2013-06254,2015,FIRST,PI 10(SSP),U-1R,3,,2,1.0000,
2013-06254,2015,FIRST,HUME 10(SSP),S-3R,3,,3,1.0000,
2013-06254,2015,FIRST,CHEM 43.0,T,3,,4,1.0000,
2013-06254,2015,FIRST,SPCM 1(AH),Y-5R,3,,5,1.0000,
2013-06254,2015,FIRST,MATH 28,T-3R,3,,6,1.0000,
2008-37443,2015,FIRST,ABE 12,D-1C,3,,2,1.0000,
2008-37443,2015,FIRST,SOSC 3(SSP),D-5R,3,,3,1.0000,
2008-37443,2015,FIRST,PI 10(SSP),Z1-6R,3,,4,1.0000,
2008-37443,2015,FIRST,ABE 199,Y,1,,5,1.0000,
2013-70028,2015,FIRST,NSTP 1,DC-GH,0,,2,1.0000,
2013-70028,2015,FIRST,ANSC 1,AB-3L,3,,3,1.0000,
2013-70028,2015,FIRST,NASC 2(MST),G,3,,4,1.0000,
2013-70028,2015,FIRST,MATH 14,B-4R,3,,6,1.0000,
2013-70028,2015,FIRST,ENG 2(AH),F-5R,3,,7,1.0000,
2013-70028,2015,FIRST,PI 10(SSP),G1-3R,3,,8,1.0000,
2010-49031,2015,FIRST,CHEM 16.0,B,3,,2,1.0000,
2010-49031,2015,FIRST,CHEM 16.1,16L,2,,3,1.0000,
2010-49031,2015,FIRST,BIO 3,E-2L,5,,4,1.0000,
2010-49031,2015,FIRST,CHEM 40.0,U,3,,5,1.0000,
2010-49031,2015,FIRST,CHEM 40.1,6L,1,,6,1.0000,
2011-53622,2015,FIRST,NSTP 1,AS4,0,,1,1.0000,
2011-53622,2015,FIRST,ENG 2(AH),F-6R,3,,2,1.0000,
2011-53622,2015,FIRST,PHYS 82,DV-6L,5,,3,1.0000,
2011-53622,2015,FIRST,HUM 2(AH),X2-3R,3,,5,1.0000,
2011-53622,2015,FIRST,PSY 1(SSP),U-2R,3,,6,1.0000,
2011-21067,2015,FIRST,FST 130,ST-3L,3,,2,1.0000,
2011-21067,2015,FIRST,MCB 180,T-3L,3,,3,1.0000,
2011-21067,2015,FIRST,CHEM 160,B,3,,4,1.0000,
2011-21067,2015,FIRST,ENG 2(AH),F-5R,3,,5,1.0000,
2011-21067,2015,FIRST,CHEM 32.0,T,3,,6,1.0000,
2011-24341,2015,FIRST,MCB 1,U-6L,3,,3,1.0000,
2011-24341,2015,FIRST,MGT 1,X-2L,3,,4,1.0000,
2011-24341,2015,FIRST,CMSC 22,WX-5L,3,,5,1.0000,
2011-24341,2015,FIRST,HUM 3(AH),F,3,,6,1.0000,
2012-63801,2015,FIRST,NSTP 1,FR-EF,0,,1,1.0000,
2012-63801,2015,FIRST,ENSC 12,X,3,,3,1.0000,
2012-63801,2015,FIRST,PHYS 83,BT-3L,5,,4,1.0000,
2012-63801,2015,FIRST,ENSC 10b,5L,2,,5,1.0000,
2012-63801,2015,FIRST,EE 12,S-2L,4,,6,1.0000,
2012-59088,2015,FIRST,NSTP 1,EN1,0,,1,1.0000,
2012-59088,2015,FIRST,STAT 1,D-7L,3,,3,1.0000,
2012-59088,2015,FIRST,ECON 101,T-2R,3,,4,1.0000,
2012-59088,2015,FIRST,ANSC 1,S-8L,3,,5,1.0000,
2012-59088,2015,FIRST,BOT 1,V-9L,3,,6,1.0000,
2012-59088,2015,FIRST,CHEM 15.1,26L,2,,7,1.0000,
2011-02992,2015,FIRST,DEVC 153,Y,3,,1,1.0000,
2011-02992,2015,FIRST,PI 10(SSP),G2-1R,3,,2,1.0000,
2011-02992,2015,FIRST,ENG 2(AH),F-2R,3,,3,1.0000,
2011-02992,2015,FIRST,STAT 1,S-1L,3,,5,1.0000,
2011-02992,2015,FIRST,NASC 7(MST),X,3,,0,0.0000,
2011-48629,2015,FIRST,AECO 103,UV-1L,3,,1,1.0000,
2011-48629,2015,FIRST,SPCM 1(AH),B-6R,3,,2,1.0000,
2011-48629,2015,FIRST,AECO 141,U-1L,3,,3,1.0000,
2011-48629,2015,FIRST,ENG 2(AH),Y-4R,3,,4,1.0000,
2011-48629,2015,FIRST,PHYS 3,C-2L,3,,5,1.0000,
2009-12061,2015,FIRST,VETA 101,GH-2L,5,,2,1.0000,
2009-12061,2015,FIRST,VETA 103,B-2L,3,,3,1.0000,
2009-12061,2015,FIRST,STAT 162,G-5L,3,,4,1.0000,
2009-12061,2015,FIRST,CHEM 160,X,3,,5,1.0000,
2012-37810,2015,FIRST,CMSC 131,AB-4L,3,,1,1.0000,
2012-37810,2015,FIRST,CMSC 127,ST-3L,3,,2,1.0000,
2012-37810,2015,FIRST,CMSC 124,B-2L,3,,3,1.0000,
2012-37810,2015,FIRST,STAT 1,Z-6L,3,,4,1.0000,
2012-37810,2015,FIRST,CMSC 22,WX-4L,3,,5,1.0000,
2011-20708,2015,FIRST,VPTH 121,CD-2L,4,,1,1.0000,
2011-20708,2015,FIRST,VMCB 121,E-2L,4,,2,1.0000,
2011-20708,2015,FIRST,VPHM 141,F-3L,4,,3,1.0000,
2011-20708,2015,FIRST,CHEM 160,B,3,,4,1.0000,
2012-97934,2015,FIRST,PE 1,AB2,0,,1,1.0000,
2012-97934,2015,FIRST,NSTP 1,FR-BD,0,,2,1.0000,
2012-97934,2015,FIRST,SPCM 1(AH),G-6R,3,,4,1.0000,
2012-97934,2015,FIRST,NASC 3(MST),UV-5R,3,,5,1.0000,
2012-97934,2015,FIRST,ECON 11,C-3R,3,,7,1.0000,
2012-97934,2015,FIRST,HIST 2(SSP),T-6R,3,,8,1.0000,
2012-48268,2015,FIRST,PE 1,EF2,0,,1,1.0000,
2012-48268,2015,FIRST,NSTP 1,EN2,0,,2,1.0000,
2012-48268,2015,FIRST,CMSC 21,UV-1L,3,,3,1.0000,
2012-48268,2015,FIRST,ENG 2(AH),G-3R,3,,4,1.0000,
2012-48268,2015,FIRST,CMSC 22,WX-7L,3,,5,1.0000,
2012-48268,2015,FIRST,SOSC 3(SSP),F-2R,3,,6,1.0000,
2012-48268,2015,FIRST,SPCM 1(AH),G-5R,3,,7,1.0000,
2012-26607,2015,FIRST,BOT 1,V-2L,3,,1,1.0000,
2012-26607,2015,FIRST,ZOO 1,T-3L,3,,2,1.0000,
2012-26607,2015,FIRST,ENG 1(AH),E-2R,3,,3,1.0000,
2012-26607,2015,FIRST,CHEM 15.0,S,3,,4,1.0000,
2012-26607,2015,FIRST,CHEM 15.1,24L+,2,,5,1.0000,
2012-63544,2015,FIRST,CE 121,AB2-1C,3,,1,1.0000,
2012-63544,2015,FIRST,ENSC 14,Y,3,,2,1.0000,
2012-63544,2015,FIRST,ENSC 13,T,3,,3,1.0000,
2012-63544,2015,FIRST,EE 1,GH-6L,3,,4,1.0000,
2012-63544,2015,FIRST,PSY 1(SSP),C-2R,3,,5,1.0000,
2012-15035,2015,FIRST,ABT 105,B2-1L,3,,2,1.0000,
2012-15035,2015,FIRST,SOIL 1,U-2L,3,,3,1.0000,
2012-15035,2015,FIRST,AEC 1,T-2R,3,,4,1.0000,
2012-15035,2015,FIRST,PHYS 3,C-6L,3,,5,1.0000,
2012-15035,2015,FIRST,ENTR 1(SSP),B-4R,3,,6,1.0000,
2013-06969,2015,FIRST,NSTP 1,EM2,0,,1,1.0000,
2013-06969,2015,FIRST,PHYS 81,ABST-2L,5,,2,1.0000,
2013-06969,2015,FIRST,SPCM 1(AH),W-5R,3,,3,1.0000,
2013-06969,2015,FIRST,CHEM 44.0,Z,3,,4,1.0000,
2013-06969,2015,FIRST,CHEM 44.1,2L,2,,5,1.0000,
2012-47161,2015,FIRST,ENTR 1(SSP),B-2R,3,,1,1.0000,
2012-47161,2015,FIRST,CHEM 15.0,T,3,,2,1.0000,
2012-47161,2015,FIRST,CHEM 15.1,27L+,2,,3,1.0000,
2012-47161,2015,FIRST,MATH 14,S-2R,3,,4,1.0000,
2012-47161,2015,FIRST,IT 1(MST),G-4L,3,,5,1.0000,
2014-98880,2015,FIRST,PE 1,GH,0,,1,1.0000,
2014-98880,2015,FIRST,NSTP 1,EM1,0,,2,1.0000,
2014-98880,2015,FIRST,SFI 10,T-2L,3,,3,1.0000,
2014-98880,2015,FIRST,SFI 31,G-2L,4,,4,1.0000,
2014-98880,2015,FIRST,FPPS 11,ST1-1L,3,,5,1.0000,
2014-98880,2015,FIRST,FBS 9,Y-2L,3,,6,1.0000,
2013-66774,2015,FIRST,PE 1,ST2,0,,1,1.0000,
2013-66774,2015,FIRST,NSTP 1,EM2,0,,2,1.0000,
2013-66774,2015,FIRST,ENSC 10a,3L,2,,3,1.0000,
2013-66774,2015,FIRST,ENG 2(AH),U-5R,3,,4,1.0000,
2013-66774,2015,FIRST,ENSC 11,Y,3,,5,1.0000,
2013-66774,2015,FIRST,PHYS 82,DV-6L,5,,6,1.0000,
2012-29108,2015,FIRST,CHEM 44.0,Z,3,,1,1.0000,
2012-29108,2015,FIRST,CHEM 44.1,2L,2,,2,1.0000,
2012-29108,2015,FIRST,MCB 1,C-8L,3,,3,1.0000,
2012-29108,2015,FIRST,ANSC 2,T-5L,3,,4,1.0000,
2012-29108,2015,FIRST,HUM 1(AH),E,3,,5,1.0000,
2012-38627,2015,FIRST,MATH 37,X-2R,5,,2,1.0000,
2012-38627,2015,FIRST,CMSC 21,ST-5L,3,,3,1.0000,
2012-38627,2015,FIRST,ENG 2(AH),Y-2R,3,,4,1.0000,
2012-38627,2015,FIRST,HIST 1(SSP),D-5R,3,,5,1.0000,
2012-18797,2015,FIRST,CHEM 160,W,3,,2,1.0000,
2012-18797,2015,FIRST,VMCB 121,E-4L,4,,3,1.0000,
2012-18797,2015,FIRST,VPAR 131,Y-3L+,4,,4,1.0000,
2009-07384,2015,FIRST,ENSC 21,T,3,,2,1.0000,
2009-07384,2015,FIRST,ENSC 14,G,3,,3,1.0000,
2009-07384,2015,FIRST,STAT 1,H-4L,3,,4,1.0000,
2009-07384,2015,FIRST,ENSC 10b,4L,2,,5,1.0000,
2009-07384,2015,FIRST,ENSC 11,Y,3,,6,1.0000,
2010-57112,2015,FIRST,MATH 14,S-2R,3,,1,1.0000,
2010-57112,2015,FIRST,ENG 10,C-5R,3,,3,1.0000,
2013-09073,2015,FIRST,STAT 1,S-6L,3,,1,1.0000,
2013-09073,2015,FIRST,CHEM 16.1,2L,2,,2,1.0000,
2013-09073,2015,FIRST,MATH 14,S-4R,3,,3,1.0000,
2013-09073,2015,FIRST,ENG 2(AH),Y-4R,3,,4,1.0000,
2013-09073,2015,FIRST,ZOO 3,ST-2L,3,,5,1.0000,
2012-38640,2015,FIRST,PE 1,EF2,0,,1,1.0000,
2012-38640,2015,FIRST,CMSC 21,ST-5L,3,,2,1.0000,
2009-60875,2015,FIRST,EE 21,D-3L,4,,1,1.0000,
2009-60875,2015,FIRST,EE 41,U-2L,4,,2,1.0000,
2009-60875,2015,FIRST,ENG 10,C-2R,3,,3,1.0000,
2009-60875,2015,FIRST,ENSC 13,G,3,,4,1.0000,
2008-60086,2015,FIRST,NSTP 1,HE-EF1,0,,1,1.0000,
2008-60086,2015,FIRST,ENG 106,U,3,,3,1.0000,
2008-60086,2015,FIRST,CMSC 2,E-3L,3,,4,1.0000,
2008-60086,2015,FIRST,COMA 105,T,3,,5,1.0000,
2008-60086,2015,FIRST,THEA 107,Y,3,,6,1.0000,
